name,allegiance,season,episode,location,killer,killers_house,method,death_no
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,874
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,875
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,876
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,877
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,878
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,879
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,880
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,881
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,882
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,883
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,884
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,885
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,886
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,887
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,888
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,889
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,890
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,891
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,892
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,893
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,894
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,895
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,896
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,897
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,898
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,899
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,900
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,901
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,902
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,903
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,904
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,905
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,906
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,907
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,908
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,909
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,910
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,911
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,912
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,913
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,914
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,915
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,916
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,917
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,918
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,919
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,920
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,921
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,922
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,923
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,924
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,925
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,926
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,927
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,928
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,929
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,930
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,931
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,932
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,933
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,934
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,935
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,936
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,937
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,938
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,939
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,940
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,941
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,942
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,943
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,944
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,945
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,946
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,947
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,948
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,949
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,950
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,951
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,952
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,953
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,954
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,955
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,956
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,957
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,958
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,959
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,960
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,961
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,962
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,963
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,964
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,965
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,966
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,967
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,968
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,969
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,970
Margaery Tyrell,House Tyrell,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,971
Mace Tyrell,House Tyrell,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,972
Loras Tyrell,House Tyrell,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,973
Kevan Lannister,House Lannister,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,974
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,975
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,976
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,977
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,978
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,979
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,980
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,981
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,982
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,983
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,984
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,985
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,986
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,987
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,988
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,989
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,990
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,991
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,992
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,993
King's Landing Noble,None,6,10,King's Landing,Cersei Lannister,House Lannister,Wildfire,994
Tommen Baratheon,House Baratheon of King's Landing,6,10,King's Landing,Tommen Baratheon,House Baratheon of King's Landing,Falling,995
Lothar Frey,House Frey,6,10,The Twins,Arya Stark,House Stark,Cooking,996
Walder Rivers,House Frey,6,10,The Twins,Arya Stark,House Stark,Cooking,997
Walder Frey,House Frey,6,10,The Twins,Arya Stark,House Stark,Knife,998
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,999
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1000
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1001
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1002
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1003
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1004
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1005
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1006
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1007
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1008
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1009
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1010
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1011
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1012
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1013
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1014
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1015
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1016
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1017
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1018
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1019
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1020
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1021
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1022
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1023
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1024
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1025
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1026
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1027
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1028
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1029
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1030
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1031
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1032
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1033
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1034
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1035
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1036
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1037
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1038
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1039
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1040
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1041
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1042
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1043
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1044
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1045
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1046
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1047
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1048
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1049
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1050
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1051
Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1052
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Axe,1053
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Greyjoy Soldier,House Greyjoy,Sword,1054
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Greyjoy Soldier,House Greyjoy,Axe,1055
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Greyjoy Soldier,House Greyjoy,Axe,1056
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Theon Greyjoy,House Greyjoy,Sword,1057
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Theon Greyjoy,House Greyjoy,Sword,1058
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1059
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Theon Greyjoy,House Greyjoy,Sword,1060
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1061
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1062
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Greyjoy Soldier,House Greyjoy,Mace,1063
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Axe,1064
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1065
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1066
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Tyene Sand,Sand Snakes,Knife,1067
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Theon Greyjoy,House Greyjoy,Sword,1068
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Theon Greyjoy,House Greyjoy,Sword,1069
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1070
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1071
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Axe,1072
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Tyene Sand,Sand Snakes,Knife,1073
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Tyene Sand,Sand Snakes,Knife,1074
Obara Sand,Sand Snakes,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Spear,1075
Nymeria Sand,Sand Snakes,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Whip,1076
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1077
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Axe,1078
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Axe,1079
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Theon Greyjoy,House Greyjoy,Sword,1080
Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Greyjoy Soldier,House Greyjoy,Knife,1081
Ellaria Sand,Sand Snakes,7,3,King's Landing,Cersei Lannister,House Lannister,Poison,1082
Unsullied Soldier,House Targaryen,7,3,Casterly Rock,Lannister soldier,House Lannister,Arrow,1083
Unsullied Soldier,House Targaryen,7,3,Casterly Rock,Lannister soldier,House Lannister,Arrow,1084
